Remarks_Nis,Field,Reservoir,Field & Reservoir ,STOIIP_ARPR 1.1.2025,Np_ARPR 1.1.2025,UR_ARPR 1.1.2025,EUR_ARPR 1.1.2026,RF_ARPR 1.1.2025 (calculated) ,RCI,Benchmark RF (%),RF Gap =Benchmark  RF - Field RF (%) ,RF Gap =Benchmark  RF - Field RF (%) abs ,CR volume potential = RF Gap x STOIIP  (MMSTB),Non producing reservoirs ,Reservoir Temperature (F),# Idle Well (June 25) ,Temp (deg C),Oil API,Gross Thickness (ft),Oil Column (ft),Avg Porosity,Avg Permeability (mD),Oil Producers,Injected Fluid,Injectors,Historical Pressure Management,Gas cap m-ratio,Initial Reservoir Pressure (psi),Bubble point (psi),Initial Oil Saturation (Soi),Oil FVF (Boi),Oil Viscosity (cP),Solution GOR (scf/bbl),LATITUDE,LONGITUDE
...
